Codigo;Denominacion_Generica_ES;Denominacion_Generica_VAL;Denominacion_Especifica;Denominacion;Regimen;Tipo_Via;Direccion;Num;Codigo_postal;Localidad;Provincia;Telefono;Fax;COD_EDIFICACION;long;lat;Titularidad;CIF;Comarca
03013893;CENTRO DOCENTE PRIVADO EXTRANJERO;CENTRE DOCENT PRIVAT ESTRANGER;NEWTON COLLEGE;CENTRE ESTRANGER NEWTON COLLEGE;Priv.;CM;VELL ELX-ALACANT, KM. 3;;3295;ELX;Alacant;965451428;965451428;1;-0.637336;38.274036;;;EL BAIX VINALOPÓ
03013901;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ALFA I OMEGA;CENTRE PRIVAT ALFA I OMEGA;Priv.;PD;SANTA LUCÍA B;12;3700;DÉNIA;Alacant;965786472;965783610;1;0.120297;38.825303;;;LA MARINA ALTA
03013911;CENTRO DOCENTE PRIVADO EXTRANJERO;CENTRE DOCENT PRIVAT ESTRANGER;DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA;C. EXTRANJERO DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA;Priv.;AV;DE CASTILLA;S/N;3170;ROJALES;Alacant;966719684;966719684;1;-0.726161;38.066495;;;EL BAIX SEGURA/ LA VEGA BAJA
03013923;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ROMUALDO BALLESTER;CEIP ROMUALDO BALLESTER;Púb.;UR;LOS ALTOS;S/N;3185;TORREVIEJA;Alacant;965290155;;1;-0.717223;37.955044;GENERALITAT VALENCIANA;Q5350010D;EL BAIX SEGURA/ LA VEGA BAJA
03013935;ESCUELA PRIVADA DE MÚSICA Y DANZA;ESCOLA PRIVADA DE MÚSICA I DANSA;L'ALFÀS DEL PI;ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI;Priv.;CL;CAMÍ DE LA MAR;1;3580;L'ALFÀS DEL PI;Alacant;622149163;;1;-0.099008;38.579264;;;LA MARINA BAIXA
03013947;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;Púb.;AV;JAUME I;31;3750;PEDREGUER;Alacant;966456200;966456776;1;0.033512;38.795127;AJUNTAMENT DE PEDREGUER;;LA MARINA ALTA
03013959;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SANTA CECILIA;ESCOLA PRIVADA DE MÚSICA SANTA CECILIA;Priv.;AV;ALACANT;23;3698;AGOST;Alacant;965691036;;1;-0.637617;38.437775;;;L'ALACANTÍ
03013960;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;Priv.;CL;SAN FERNANDO;7;3793;CASTELL DE CASTELLS;Alacant;686963319;;1;-0.193197;38.725212;;;LA MARINA ALTA
03013972;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ARTE MUSICAL;ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL;Priv.;CL;RUPERTO CHAPÍ;1;3369;RAFAL;Alacant;966752583;;1;-0.849229;38.102326;;;EL BAIX SEGURA/ LA VEGA BAJA
03013984;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL;Priv.;CL;TOMÁS ORTUÑO;8;3501;BENIDORM;Alacant;965853356;965853356;1;-0.131046;38.53702;;;LA MARINA BAIXA
03013996;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;L'ATENEU MUSICAL;ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL;Priv.;CL;PLA;S/N;3820;COCENTAINA;Alacant;965591759;;1;-0.440574;38.741032;;;EL COMTAT
03014010;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;AGRUPACIÓN MUSICAL;ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL;Priv.;CL;RAFOL DE ALMUNIA;4;3780;PEGO;Alacant;965572802;;1;-0.121273;38.842052;;;LA MARINA ALTA
03014022;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;LA AURORA;ESCUELA PRIVADA DE MÚSICA LA AURORA;Priv.;CL;MARQUESA DOS AGUAS;4-1;3340;ALBATERA;Alacant;965486679;965485742;1;-0.869352;38.178577;;;EL BAIX SEGURA/ LA VEGA BAJA
03014034;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;MESTRE ALFOSEA;ESCOLA PRIVADA DE MÚSICA MESTRE ALFOSEA;Priv.;CL;ASTILLEROS;4;3130;SANTA POLA;Alacant;966691101;;1;-0.556141;38.190316;;;EL BAIX VINALOPÓ
03014046;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL;Priv.;CL;NOU;36;3530;LA NUCIA;Alacant;966897570;;1;-0.124214;38.618865;;;LA MARINA BAIXA
03014058;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;AMANDO BLANQUER;ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER;Priv.;CL;LA CORDETA;10;3801;ALCOI;Alacant;965545418;;1;-0.472391;38.69576;;;L'ALCOIÀ
03014061;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ORFEÓN VOCES CREVILLENTINAS;ESCOLA PRIVADA DE MÚSICA ORFEÓN VOCES CREVILLENTINAS;Priv.;CL;BLASCO IBÁÑEZ;25;3330;CREVILLENT;Alacant;966680588;;1;-0.810305;38.248258;;;EL BAIX VINALOPÓ
03014071;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;VERGE DE LA PAU;ESCOLA PRIVADA DE MÚSICA VERGE DE LA PAU;Priv.;CL;CANALEJAS;8;3698;AGOST;Alacant;965692148;;1;-0.639011;38.439201;;;L'ALACANTÍ
03014083;CONSERVATORIO ELEMENTAL DE MÚSICA;CONSERVATORI ELEMENTAL DE MÚSICA; ;CONSERVATORI ELEMENTAL DE MÚSICA;Púb.;CL;DEL LLAVADOR;1;3450;BANYERES DE MARIOLA;Alacant;966568401;;1;-0.656074;38.721031;AJUNTAMENT DE BANYERES DE MARIOLA;;L'ALCOIÀ
03014113;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;ÁNGEL DE LA GUARDA II;CENTRE PRIVAT ÁNGEL DE LA GUARDA II;Priv.;CL;ANDALUCÍA;20;3016;ALACANT;Alacant;965261899;965261900;1;-0.454986;38.366817;;;L'ALACANTÍ
03014125;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AMBRA;CEIP AMBRA;Púb.;AV;BLASCO IBÁÑEZ;5;3780;PEGO;Alacant;966409915;;1;-0.121987;38.8398;GENERALITAT VALENCIANA;Q5350013H;LA MARINA ALTA
03014137;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LA CREUETA;IES LA CREUETA;Púb.;AV;DE LA CONSTITUCIÓN;S/N;3430;ONIL;Alacant;966527680;;1;-0.663069;38.62879;GENERALITAT VALENCIANA;Q5350012J;L'ALCOIÀ
03014149;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VORAMAR;CEIP VORAMAR;Púb.;CL;SALABRE;9;3540;ALACANT;Alacant;965937320;;1;-0.42171;38.361004;GENERALITAT VALENCIANA;Q5350014F;L'ALACANTÍ
03014150;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;ELISA TOMÁS YUSTI;CENTRE PRIV. ED. INFANTIL ELISA TOMÁS YUSTI;Priv.;CL;CAMINO DEL FARO;31;3540;ALACANT;Alacant;965263021;;1;-0.416075;38.360444;;;L'ALACANTÍ
03014174;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;NIDO;CENTRE PRIV. ED. INFANTIL NIDO;Priv.;CL;EL CHOPO;11-13;3015;ALACANT;Alacant;965156851;965268185;1;-0.462145;38.371624;;;L'ALACANTÍ
03014198;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;Púb.;CL;NUESTRA SEÑORA DE LORETO;34;3187;LOS MONTESINOS;Alacant;966721027;966721087;1;-0.743795;38.028738;AYUNTAMIENTO DE LOS MONTESINOS;;EL BAIX SEGURA/ LA VEGA BAJA
03014204;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL;ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL;Priv.;CL;JUAN XXIII;2;3370;REDOVÁN;Alacant;966755289;966754852;1;-0.907719;38.114001;;;EL BAIX SEGURA/ LA VEGA BAJA
03014216;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ATENEU MUSICAL;ESCOLA PRIVADA DE MÚSICA DEL ATENEU MUSICAL;Priv.;CL;PELAYO;3;3570;LA VILA JOIOSA;Alacant;966850178;;1;-0.234319;38.505049;;;LA MARINA BAIXA
03014228;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL;Priv.;CL;AUSIÀS MARCH;32-2;3330;CREVILLENT;Alacant;965402961;;1;-0.813397;38.244854;;;EL BAIX VINALOPÓ
03014277;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;NATURA;CENTRE PRIV. ED. INF. 1er CICLE NATURA;Priv.;AV;LOS GIRASOLES;31;3690;SANT VICENT DEL RASPEIG;Alacant;965666855;965666855;1;-0.49461;38.406935;;;L'ALACANTÍ
03014289;CENTRO DOCENTE PRIVADO EXTRANJERO;CENTRE DOCENT PRIVAT ESTRANGER;XÀBIA INTERNATIONAL COLLEGE PRIMARY;CENTRE ESTRANGER XÀBIA INTERNATIONAL COLLEGE PRIMARY;Priv.;CL;LAGO VICTORIA;3;3730;XÀBIA;Alacant;966472121;;1;0.165374;38.749659;;;LA MARINA ALTA
03014290;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;TRADICIONAL LA XAFIGÀ;ESCOLA PRIVADA DE MÚSICA TRADICIONAL LA XAFIGÀ;Priv.;CL;ESTACIÓ;S/N;3830;MURO DE ALCOY;Alacant;966516901;;1;-0.440537;38.77841;;;EL COMTAT
03014307;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL CONTESTANA;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL CONTESTANA;Priv.;CL;LITERATO AZORÍN;5;3820;COCENTAINA;Alacant;965590419;;1;-0.440837;38.73975;;;EL COMTAT
03014319;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;Púb.;CL;AROMES;4;3740;GATA DE GORGOS;Alacant;965756089;965756635;1;0.082148;38.775587;AJUNTAMENT DE GATA DE GORGOS;;LA MARINA ALTA
03014320;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN LÍRICA;ESCOLA PRIVADA DE MÚSICA UNIÓN LÍRICA;Priv.;CL;NOVELDA;1;3650;EL PINÓS;Alacant;965478720;;1;-1.043886;38.399586;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014332;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;Púb.;CL;MAESTRA CONSUELO SANCHIZ;38;3769;BENIMELI;Alacant;965587123;;1;-0.043725;38.822418;AJUNTAMENT DE BENIMELI;;LA MARINA ALTA
03014344;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;GRAÜLL;CEIP GRAÜLL;Púb.;CL;RAMON LLIDÓ;1;3730;XÀBIA;Alacant;966428885;;1;0.162124;38.786917;GENERALITAT VALENCIANA;Q5350016A;LA MARINA ALTA
03014356;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;PEÑAFORT;CENTRE PRIV. ED. INFANTIL PEÑAFORT;Priv.;CL;RÍO TURIA;37;3690;SANT VICENT DEL RASPEIG;Alacant;965663684;;1;-0.50109;38.390883;;;L'ALACANTÍ
03014371;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;POETA PACO MOLLÀ;IES POETA PACO MOLLÀ;Púb.;AV;REINA SOFÍA;S/N;3610;PETRER;Alacant;966957300;;1;-0.779257;38.479008;GENERALITAT VALENCIANA;Q5355617A;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014381;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ELS TOLLS;CEIP ELS TOLLS;Púb.;AV;DEL MUNICIPI;18;3502;BENIDORM;Alacant;966870795;;1;-0.122934;38.546966;GENERALITAT VALENCIANA;S5300010E;LA MARINA BAIXA
03014393;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;AIRE LIBRE;CENTRE PRIV. ED. INF. 1er CICLE AIRE LIBRE;Priv.;AV;DE LA MOLINETA;29;3610;PETRER;Alacant;965374044;966952427;1;-0.77059;38.466266;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014401;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL BATOI;EI 1er CICLE MUNICIPAL BATOI;Púb.;CL;SERRELLA;23;3802;ALCOI;Alacant;965334907;965051544;1;-0.495983;38.68834;AJUNTAMENT D'ALCOI;;L'ALCOIÀ
03014435;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;MAESTRO ALCOLEA;ESCUELA PRIVADA DE MÚSICA MAESTRO ALCOLEA;Priv.;CL;DOCTOR FLEMING;10;3680;ASPE;Alacant;965491714;;1;-0.766239;38.34814;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014447;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ESCOLA D'EDUCANDS L'AVANÇ;ESCOLA PRIVADA DE MÚSICA ESCOLA D'EDUCANDS L'AVANÇ;Priv.;PZ;CONSTITUCIÓN;4;3560;EL CAMPELLO;Alacant;965634120;;1;-0.397868;38.429118;;;L'ALACANTÍ
03014459;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;Priv.;PZ;CONSTITUCIÓN;7;3560;EL CAMPELLO;Alacant;965636194;;1;-0.39789;38.429034;;;L'ALACANTÍ
03014460;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LAS LOMAS;IES LAS LOMAS;Púb.;UR;LOMAS DE JUAN XXIII;S/N;3014;ALACANT;Alacant;965936585;;1;-0.482243;38.377629;GENERALITAT VALENCIANA;Q0300502B;L'ALACANTÍ
03014472;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;BEATRIU FAJARDO DE MENDOZA;IES BEATRIU FAJARDO DE MENDOZA;Púb.;CL;DE LA FRAGATA (SALT DE L'AIGUA);2;3503;BENIDORM;Alacant;966816085;;1;-0.120163;38.554685;GENERALITAT VALENCIANA;S0300001E;LA MARINA BAIXA
03014484;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PACO RUIZ;IES PACO RUIZ;Púb.;CL;LA PAZ;64;3380;BIGASTRO;Alacant;966904740;;1;-0.905476;38.063604;GENERALITAT VALENCIANA;S0300000G;EL BAIX SEGURA/ LA VEGA BAJA
03014496;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;RODOLFO LLOPIS;IES RODOLFO LLOPIS;Púb.;CL;AUSIÀS MARCH;S/N;3510;CALLOSA D'EN SARRIÀ;Alacant;966870940;;1;-0.120222;38.65549;GENERALITAT VALENCIANA;S0300002C;LA MARINA BAIXA
03014502;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CATRAL;IES CATRAL;Púb.;CL;ARMANDO ROS;S/N;3158;CATRAL;Alacant;966926795;;1;-0.801781;38.164833;GENERALITAT VALENCIANA;Q5355619G;EL BAIX SEGURA/ LA VEGA BAJA
03014514;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JOANOT MARTORELL;IES JOANOT MARTORELL;Púb.;AV;MESTRE MELCHOR BOTELLA;8;3206;ELX;Alacant;966912280;;1;-0.714079;38.278012;GENERALITAT VALENCIANA;Q0300501D;EL BAIX VINALOPÓ
03014526;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;NIT DE L'ALBÀ;IES NIT DE L'ALBÀ;Púb.;AV;DE LA LLIBERTAT;S/N;3205;ELX;Alacant;966912285;;1;-0.714418;38.263221;GENERALITAT VALENCIANA;Q0300511C;EL BAIX VINALOPÓ
03014538;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MISTERI D'ELX;IES MISTERI D'ELX;Púb.;AV;DE LA UNIVERSITAT D'ELX;1;3202;ELX;Alacant;966912290;;1;-0.689698;38.273324;GENERALITAT VALENCIANA;Q0300500F;EL BAIX VINALOPÓ
03014551;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MUTXAMEL;IES MUTXAMEL;Púb.;CL;MONTDÚVER;S/N;3110;MUTXAMEL;Alacant;965936475;;1;-0.447315;38.407376;GENERALITAT VALENCIANA;Q0300510E;L'ALACANTÍ
03014563;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LOS ALCORES;IES LOS ALCORES;Púb.;CL;SAN RAFAEL;17;3193;SAN MIGUEL DE SALINAS;Alacant;965290200;;1;-0.791339;37.975944;GENERALITAT VALENCIANA;Q5355618I;EL BAIX SEGURA/ LA VEGA BAJA
03014575;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MARE NOSTRUM;IES MARE NOSTRUM;Púb.;CL;DELFINA VIUDES;S/N;3183;TORREVIEJA;Alacant;965290205;;1;-0.678964;37.998851;GENERALITAT VALENCIANA;Q0300506C;EL BAIX SEGURA/ LA VEGA BAJA
03014587;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;BENEJÚZAR;IES BENEJÚZAR;Púb.;CL;MONJAS DE ARRIBA;100;3390;BENEJÚZAR;Alacant;965695795;;1;-0.835649;38.065299;GENERALITAT VALENCIANA;Q0300503J;EL BAIX SEGURA/ LA VEGA BAJA
03014599;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LAS FUENTES;IES LAS FUENTES;Púb.;BU;AMBROSIO COTES;18;3400;VILLENA;Alacant;965823750;;1;-0.872042;38.644688;GENERALITAT VALENCIANA;Q0300674I;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03014617;COLEGIO DE EDUCACIÓN PRIMARIA;COL·LEGI D'EDUCACIÓ PRIMÀRIA;PINTOR SOROLLA;CEP PINTOR SOROLLA;Púb.;AV;RONDA;S/N;3600;ELDA;Alacant;966957455;;1;-0.792106;38.466039;GENERALITAT VALENCIANA;Q0300507A;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014629;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL JESUSET DEL MIRACLE;EI 1er CICLE MUNICIPAL JESUSET DEL MIRACLE;Púb.;PZ;DE LA CONCÒRDIA;1;3802;ALCOI;Alacant;965330168;965330168;1;-0.484564;38.693774;AJUNTAMENT D'ALCOI;;L'ALCOIÀ
03014654;COLEGIO DE EDUCACIÓN PRIMARIA;COL·LEGI D'EDUCACIÓ PRIMÀRIA;SAN JOSÉ DE CALASANZ;CEP SAN JOSÉ DE CALASANZ;Púb.;CL;MARÍA MOLINER;64;3380;BIGASTRO;Alacant;966904450;;1;-0.896974;38.059475;GENERALITAT VALENCIANA;Q0300504H;EL BAIX SEGURA/ LA VEGA BAJA
03014666;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;HEMEROSCOPEA;CENTRE PRIVAT FP HEMEROSCOPEA;Priv.;AV;DEL MEDITERRÁNEO;136;3725;TEULADA;Alacant;965741212;;1;0.10481;38.726945;;;LA MARINA ALTA
03014678;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;GUITARRISTA JOSÉ TOMÁS;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;Púb.;CL;SAN FERNANDO;30;3001;ALACANT;Alacant;965937010;;1;-0.483785;38.343559;GENERALITAT VALENCIANA;Q0300505E;L'ALACANTÍ
03014711;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;INESPA;CENTRE PRIVAT FP INESPA;Priv.;CL;BENITO PÉREZ GALDÓS;56;3201;ELX;Alacant;965460182;965465128;1;-0.707686;38.266422;;;EL BAIX VINALOPÓ
03014721;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;LASVI;CENTRE PRIVAT FP LASVI;Priv.;AV;BENIARDA;S/N;3502;BENIDORM;Alacant;965859616;965867406;1;-0.131804;38.544031;;;LA MARINA BAIXA
03014733;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL EL PRINCIPITO;EI 1er CICLO MUNICIPAL EL PRINCIPITO;Púb.;CL;BLASCO IBÁÑEZ ESQUINA C.CERVANTES;S/N;3670;MONFORTE DEL CID;Alacant;607065443;;1;-0.724982;38.380396;AYUNTAMIENTO DE MONFORTE DEL CID;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014794;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ZONA NORD;EI 1er CICLE MUNICIPAL ZONA NORD;Púb.;CL;GENERAL PRIETO;16;3804;ALCOI;Alacant;965335165;965336728;1;-0.46787;38.705743;AJUNTAMENT D'ALCOI;;L'ALCOIÀ
03014800;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;VILLA DE ASPE;IES VILLA DE ASPE;Púb.;CL;CANTAL DE ERAES;S/N;3680;ASPE;Alacant;966912295;;1;-0.76773;38.336388;GENERALITAT VALENCIANA;Q0300520D;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014812;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;VALLE DE ELDA;CIPFP VALLE DE ELDA;Púb.;CR;DE SAX;37;3600;ELDA;Alacant;966957330;;1;-0.80301;38.491226;GENERALITAT VALENCIANA;Q0300519F;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03014824;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ENRIC VALOR;IES ENRIC VALOR;Púb.;CL;PROYECTO;S/N;3560;EL CAMPELLO;Alacant;965936480;;1;-0.397012;38.422008;GENERALITAT VALENCIANA;Q0300521B;L'ALACANTÍ
03014836;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SERRA MARIOLA;IES SERRA MARIOLA;Púb.;CL;L'ORXA;1;3830;MURO DE ALCOY;Alacant;965533690;;1;-0.43072;38.785303;GENERALITAT VALENCIANA;Q0300523H;EL COMTAT
03014848;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;;IES DE BIAR;Púb.;CM;DE LA VIRGEN;40;3410;BIAR;Alacant;965823070;;1;-0.754929;38.628413;GENERALITAT VALENCIANA;Q0300555J;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03014851;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LA ENCANTÁ;IES LA ENCANTÁ;Púb.;CL;RUBÉN DARÍO;S/N;3170;ROJALES;Alacant;965290210;;1;-0.720087;38.090634;GENERALITAT VALENCIANA;S0300010F;EL BAIX SEGURA/ LA VEGA BAJA
03014861;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;GRAN VÍA;IES GRAN VIA;Púb.;CL;DIPUTADO GARCÍA MIRALLES;22;3015;ALACANT;Alacant;965936525;;1;-0.480219;38.369123;GENERALITAT VALENCIANA;Q0300522J;L'ALACANTÍ
03014873;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;VICENTE VERDÚ;IES VICENTE VERDÚ;Púb.;CL;PRESIDENTE ADOLFO SUÁREZ;21;3293;ELX;Alacant;965694875;;1;-0.710347;38.253738;GENERALITAT VALENCIANA;S0300135A;EL BAIX VINALOPÓ
03014885;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;ALTEA;CENTRE PRIV. ED. INFANTIL ALTEA;Priv.;CL;LES LLIMERES;S/N;3590;ALTEA;Alacant;965844224;966881247;1;-0.059786;38.589193;;;LA MARINA BAIXA
03014897;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LOS MONTESINOS - REMEDIOS MUÑOZ;IES LOS MONTESINOS - REMEDIOS MUÑOZ;Púb.;CL;DIEGO MONTESINOS;8;3187;LOS MONTESINOS;Alacant;965290215;;1;-0.747532;38.026129;GENERALITAT VALENCIANA;S0300007B;EL BAIX SEGURA/ LA VEGA BAJA
